,index,binned,distance,position
0,0,,0.27189773,0.0
1,1,,0.22179605,939.85
2,2,,0.25242177,1879.699
3,3,,0.23472403,2819.549
4,4,,0.22425276,3759.398
5,5,,0.2147898,4699.248
6,6,,0.23804545,5639.098
7,7,,0.22823545,6578.947
8,8,,0.27090833,7518.797
9,9,,0.24698573,8458.647
10,10,,0.20229454,9398.496
11,11,,0.19596988,10338.346
12,12,,0.22994496,11278.195
13,13,,0.18881178,12218.045
14,14,,0.23775917,13157.895
15,15,,0.21774572,14097.744
16,16,,0.24498871,15037.594
17,17,,0.27566826,15977.444
18,18,,0.22362794,16917.293
19,19,,0.2275542,17857.143
20,20,,0.24980803,18796.992
21,21,,0.22847496,19736.842
22,22,,0.20937297,20676.692
23,23,,0.22422042,21616.541
24,24,,0.22779122,22556.391
25,25,,0.1882019,23496.241
26,26,,0.2277618,24436.09
27,27,,0.2296365,25375.94
28,28,,0.22331774,26315.789
29,29,,0.24167806,27255.639
30,30,,0.22671056,28195.489
31,31,,0.23723169,29135.338
32,32,,0.21307917,30075.188
33,33,,0.2299047,31015.038
34,34,,0.21417141,31954.887
35,35,,0.2276201,32894.737
36,36,,0.25600797,33834.586
37,37,,0.22202678,34774.436
38,38,,0.25091842,35714.286
39,39,,0.22638887,36654.135
40,40,,0.23920542,37593.985
41,41,,0.23402007,38533.835
42,42,,0.20773457,39473.684
43,43,,0.19818678,40413.534
44,44,,0.24845149,41353.383
45,45,,0.23071338,42293.233
46,46,,0.19562158,43233.083
47,47,,0.2087344,44172.932
48,48,,0.19277926,45112.782
49,49,,0.23525284,46052.632
50,50,,0.20002691,46992.481
51,51,,0.2189771,47932.331
52,52,,0.23486526,48872.18
53,53,,0.18860841,49812.03
54,54,,0.23542687,50751.88
55,55,,0.24576509,51691.729
56,56,,0.20600918,52631.579
57,57,,0.20236379,53571.429
58,58,,0.21351694,54511.278
59,59,,0.23985134,55451.128
60,60,,0.20701125,56390.977
61,61,,0.208637,57330.827
62,62,,0.20253405,58270.677
63,63,,0.20422356,59210.526
64,64,,0.22233433,60150.376
65,65,,0.21701099,61090.226
66,66,,0.23239654,62030.075
67,67,,0.23518923,62969.925
68,68,,0.20657356,63909.774
69,69,,0.20592168,64849.624
70,70,,0.1933065,65789.474
71,71,,0.20620678,66729.323
72,72,,0.20529097,67669.173
73,73,,0.20674242,68609.023
74,74,,0.23744068,69548.872
75,75,,0.23017345,70488.722
76,76,,0.21816415,71428.571
77,77,,0.2366611,72368.421
78,78,,0.18205881,73308.271
79,79,,0.24073292,74248.12
80,80,,0.20978045,75187.97
81,81,,0.2535179,76127.82
82,82,,0.20585676,77067.669
83,83,,0.20098265,78007.519
84,84,,0.24152602,78947.368
85,85,,0.24114023,79887.218
86,86,,0.21370241,80827.068
87,87,,0.19437237,81766.917
88,88,,0.2514286,82706.767
89,89,,0.23520851,83646.617
90,90,,0.18631317,84586.466
91,91,,0.18937607,85526.316
92,92,,0.19642887,86466.165
93,93,,0.20578144,87406.015
94,94,,0.20410609,88345.865
95,95,,0.22640239,89285.714
96,96,,0.23430958,90225.564
97,97,,0.21687561,91165.414
98,98,,0.18904938,92105.263
99,99,,0.23996828,93045.113
100,100,,0.2013294,93984.962
101,101,,0.17179559,94924.812
102,102,,0.22984852,95864.662
103,103,,0.23889321,96804.511
104,104,,0.21980266,97744.361
105,105,,0.20959434,98684.211
106,106,,0.23598145,99624.06
107,107,,0.15721256,100563.91
108,108,,0.228642,101503.759
109,109,,0.20992416,102443.609
110,110,,0.19191363,103383.459
111,111,,0.24398765,104323.308
112,112,,0.24548222,105263.158
113,113,,0.22381064,106203.008
114,114,,0.21794546,107142.857
115,115,,0.2255232,108082.707
116,116,,0.21283686,109022.556
117,117,,0.21527864,109962.406
118,118,,0.20113021,110902.256
119,119,,0.2610043,111842.105
120,120,,0.22447406,112781.955
121,121,,0.2365531,113721.805
122,122,,0.20542447,114661.654
123,123,,0.21324013,115601.504
124,124,,0.19607742,116541.353
125,125,,0.20273937,117481.203
126,126,,0.22611631,118421.053
127,127,,0.22272608,119360.902
128,128,,0.23095031,120300.752
129,129,,0.2011927,121240.602
130,130,,0.19249617,122180.451
